lga_id,lga_name,state_id
1,ABA NORTH,1
2,ABA SOUTH,1
3,AROCHUKWU,1
4,BENDE,1
5,IKWUANO,1
6,ISIALA NGWA NORTH,1
7,ISIALA NGWA SOUTH,1
8,ISUIKWUATO,1
9,OBINGWA,1
10,OHAFIA,1
11,OSISIOMA,1
12,UGWUNAGBO,1
13,UKWA EAST,1
14,UKWA  WEST,1
15,UMUAHIA NORTH,1
16,UMUAHIA  SOUTH,1
17,UMU - NNEOCHI,1
18,DEMSA,2
19,FUFORE,2
20,GANYE,2
21,GIRE 1,2
22,GOMBI,2
23,GUYUK,2
24,HONG,2
25,JADA,2
26,LAMURDE,2
27,MADAGALI,2
28,MAIHA,2
29,MAYO - BELWA,2
30,MICHIKA,2
31,MUBI NORTH,2
32,MUBI SOUTH,2
33,NUMAN,2
34,SHELLENG,2
35,SONG,2
36,TOUNGO,2
37,YOLA NORTH,2
38,YOLA SOUTH,2
39,ABAK,3
40,EASTERN OBOLO,3
41,EKET,3
42,ESIT EKET (UQUO),3
43,ESSIEN UDIM,3
44,ETIM EKPO,3
45,ETINAN,3
46,IBENO,3
47,IBESIKPO ASUTAN,3
48,IBIONO IBOM,3
49,IKA,3
50,IKONO,3
51,IKOT ABASI,3
52,IKOT EKPENE,3
53,INI,3
54,ITU,3
55,MBO,3
56,MKPAT ENIN,3
57,NSIT ATAI,3
58,NSIT IBOM,3
59,NSIT UBIUM,3
60,OBOT AKARA,3
61,OKOBO,3
62,ONNA,3
63,ORON,3
64,ORUK ANAM,3
65,UDUNG UKO,3
66,UKANAFUN,3
67,URUAN,3
68,URUE OFFONG/ORUKO,3
69,UYO,3
70,AGUATA,4
71,AYAMELUM,4
72,ANAMBRA EAST,4
73,ANAMBRA WEST,4
74,ANAOCHA,4
75,AWKA NORTH,4
76,AWKA SOUTH,4
77,DUNUKOFIA,4
78,EKWUSIGO,4
79,IDEMILI NORTH,4
80,IDEMILI-SOUTH,4
81,IHALA,4
82,NJIKOKA,4
83,NNEWI NORTH,4
84,NNEWI SOUTH,4
85,OGBARU,4
86,ONITSHA-NORTH,4
87,ONITSHA -SOUTH,4
88,ORUMBA NORTH,4
89,ORUMBA  SOUTH,4
90,OYI,4
91,ALKALERI,5
92,BAUCHI,5
93,BOGORO,5
94,DAMBAM,5
95,DARAZO,5
96,DASS,5
97,GAMAWA,5
98,GANJUWA,5
99,GIADE,5
100,ITAS/GADAU,5
101,JAMA'ARE,5
102,KATAGUM,5
103,KIRFI,5
104,MISAU,5
105,NINGI,5
106,SHIRA,5
107,TAFAWA BALEWA,5
108,TORO,5
109,WARJI,5
110,ZAKI,5
111,BRASS,6
112,EKEREMOR,6
113,KOLOKUMA/OPOKUMA,6
114,NEMBE,6
115,OGBIA,6
116,SAGBAMA,6
117,SOUTHERN IJAW,6
118,YENAGOA,6
119,ADO,7
120,AGATU,7
121,APA,7
122,BURUKU,7
123,GBOKO,7
124,GUMA,7
125,GWER EAST,7
126,GWER WEST,7
127,KATSINA-ALA,7
128,KONSHISHA,7
129,KWANDE,7
130,LOGO,7
131,MAKURDI,7
132,OBI,7
133,OGBADIBO,7
134,OJU,7
135,OHIMINI,7
136,OKPOKWU,7
137,OTUKPO,7
138,TARKA,7
139,UKUM,7
140,USHONGO,7
141,VANDEIKYA,7
142,ABADAM,8
143,ASKIRA / UBA,8
144,BAMA,8
145,BAYO,8
146,BIU,8
147,CHIBOK,8
148,DAMBOA,8
149,DIKWA,8
150,GUBIO,8
151,GUZAMALA,8
152,GWOZA,8
153,HAWUL,8
154,JERE,8
155,KAGA,8
156,KALA BALGE,8
157,KONDUGA,8
158,KUKAWA,8
159,KWAYA / KUSAR,8
160,MAFA,8
161,MAGUMERI,8
162,MAIDUGURI M. C.,8
163,MARTE,8
164,MOBBAR,8
165,MONGUNO,8
166,NGALA,8
167,NGANZAI,8
168,SHANI,8
169,ABI,9
170,AKAMKPA,9
171,AKPABUYO,9
172,BAKASSI,9
173,BEKWARRA,9
174,BIASE,9
175,BOKI,9
176,CALABAR MUNICIPALITY,9
177,CALABAR SOUTH,9
178,ETUNG,9
179,IKOM,9
180,OBANLIKU,9
181,OBUBRA,9
182,OBUDU,9
183,ODUKPANI,9
184,OGOJA,9
185,YAKURR,9
186,YALA,9
187,ANIOCHA NORTH,10
188,ANIOCHA - SOUTH,10
189,BOMADI,10
190,BURUTU,10
191,ETHIOPE  EAST,10
192,ETHIOPE  WEST,10
193,IKA NORTH- EAST,10
194,IKA - SOUTH,10
195,ISOKO NORTH,10
196,ISOKO SOUTH,10
197,NDOKWA EAST,10
198,NDOKWA WEST,10
199,OKPE,10
200,OSHIMILI - NORTH,10
201,OSHIMILI - SOUTH,10
202,PATANI,10
203,SAPELE,10
204,UDU,10
205,UGHELLI NORTH,10
206,UGHELLI SOUTH,10
207,UKWUANI,10
208,UVWIE,10
209,WARRI  NORTH,10
210,WARRI SOUTH,10
211,WARRI SOUTH  WEST,10
212,ABAKALIKI,11
213,AFIKPO NORTH,11
214,AFIKPO  SOUTH,11
215,EBONYI,11
216,EZZA NORTH,11
217,EZZA SOUTH,11
218,IKWO,11
219,ISHIELU,11
220,IVO,11
221,IZZI,11
222,OHAOZARA,11
223,OHAUKWU,11
224,ONICHA,11
225,AKOKO EDO,12
226,EGOR,12
227,ESAN CENTRAL,12
228,ESAN NORTH EAST,12
229,ESAN SOUTH EAST,12
230,ESAN WEST,12
231,ETSAKO CENTRAL,12
232,ETSAKO EAST,12
233,ETSAKO  WEST,12
234,IGUEBEN,12
235,IKPOBA/OKHA,12
236,OREDO,12
237,ORHIONMWON,12
238,OVIA NORTH EAST,12
239,OVIA SOUTH WEST,12
240,OWAN EAST,12
241,OWAN WEST,12
242,UHUNMWODE,12
243,ADO EKITI,13
244,EFON,13
245,EKITI EAST,13
246,EKITI WEST,13
247,EKITI SOUTH WEST,13
248,EMURE,13
249,GBONYIN,13
250,IDO / OSI,13
251,IJERO,13
252,IKERE,13
253,IKOLE,13
254,ILEJEMEJE,13
255,IREPODUN / IFELODUN,13
256,ISE / ORUN,13
257,MOBA,13
258,OYE,13
259,ANINRI,14
260,AWGU,14
261,ENUGU EAST,14
262,ENUGU NORTH,14
263,ENUGU SOUTH,14
264,EZEAGU,14
265,IGBO ETITI,14
266,IGBO EZE NORTH,14
267,IGBO EZE SOUTH,14
268,ISI UZO,14
269,NKANU EAST,14
270,NKANU WEST,14
271,NSUKKA,14
272,OJI-RIVER,14
273,UDENU,14
274,UDI,14
275,UZO-UWANI,14
276,AKKO,15
277,BALANGA,15
278,BILLIRI,15
279,DUKKU,15
280,FUNAKAYE,15
281,GOMBE,15
282,KALTUNGO,15
283,KWAMI,15
284,NAFADA,15
285,SHONGOM,15
286,YALMALTU/ DEBA,15
287,ABOH MBAISE,16
288,AHIAZU MBAISE,16
289,EHIME MBANO,16
290,EZINIHITTE MBAISE,16
291,IDEATO NORTH,16
292,IDEATO SOUTH,16
293,IHITTE/UBOMA (ISINWEKE),16
294,IKEDURU (IHO),16
295,ISIALA MBANO (UMUELEMAI),16
296,ISU (UMUNDUGBA),16
297,MBAITOLI (NWAORIEUBI),16
298,NGOR OKPALA (UMUNEKE),16
299,NJABA (NNENASA),16
300,NKWERRE,16
301,NWANGELE (ONU-NWANGELE AMAIGBO),16
302,OBOWO (OTOKO),16
303,OGUTA (OGUTA),16
304,OHAJI/EGBEMA (MMAHU-EGBEMA),16
305,OKIGWE  (OKIGWE),16
306,ONUIMO (OKWE),16
307,ORLU,16
308,ORSU (AWO IDEMILI),16
309,ORU-EAST,16
310,ORU WEST (MGBIDI),16
311,OWERRI MUNICIPAL,16
312,OWERRI NORTH (ORIE URATTA),16
313,OWERRI WEST (UMUGUMA),16
314,AUYO,17
315,BABURA,17
316,BIRNIN KUDU,17
317,BIRNIWA,17
318,BUJI,17
319,DUTSE,17
320,GARKI,17
321,GAGARAWA,17
322,GUMEL,17
323,GURI,17
324,GWARAM,17
325,GWIWA,17
326,HADEJIA,17
327,JAHUN,17
328,KAFIN HAUSA,17
329,KAUGAMA,17
330,KAZAURE,17
331,KIRIKA SAMMA,17
332,KIYAWA,17
333,MAIGATARI,17
334,MALAM MADORI,17
335,MIGA,17
336,RINGIM,17
337,RONI,17
338,SULE-TANKARKAR,17
339,TAURA,17
340,YANKWASHI,17
341,BIRNIN GWARI,18
342,CHIKUN,18
343,GIWA,18
344,IGABI,18
345,IKARA,18
346,JABA,18
347,JEMA'A,18
348,KACHIA,18
349,KADUNA NORTH,18
350,KADUNA SOUTH,18
351,KAGARKO,18
352,KAJURU,18
353,KAURA,18
354,KAURU,18
355,KUBAU,18
356,KUDAN,18
357,LERE,18
358,MAKARFI,18
359,SABON GARI,18
360,SANGA,18
361,SOBA,18
362,ZANGON KATAF,18
363,ZARIA,18
364,AJINGI,19
365,ALBASU,19
366,BAGWAI,19
367,BEBEJI,19
368,BICHI,19
369,BUNKURE,19
370,DALA,19
371,DANBATA,19
372,DAWAKI KUDU,19
373,DAWAKI TOFA,19
374,DOGUWA,19
375,FAGGE,19
376,GABASAWA,19
377,GARKO,19
378,GARUN MALAM,19
379,GAYA,19
380,GEZAWA,19
381,GWALE,19
382,GWARZO,19
383,KABO,19
384,KANO MUNICIPAL,19
385,KARAYE,19
386,KIBIYA,19
387,KIRU,19
388,KUMBOTSO,19
389,KUNCHI,19
390,KURA,19
391,MADOBI,19
392,MAKODA,19
393,MINJIBIR,19
394,NASARAWA,19
395,RANO,19
396,RIMIN GADO,19
397,ROGO,19
398,SHANONO,19
399,SUMAILA,19
400,TAKAI,19
401,TARAUNI,19
402,TOFA,19
403,TSANYAWA,19
404,TUDUN WADA,19
405,UNGOGO,19
406,WARAWA,19
407,WUDIL,19
408,BAKORI,20
409,BATAGARAWA,20
410,BATSARI,20
411,BAURE,20
412,BINDAWA,20
413,CHARANCHI,20
414,DANDUME,20
415,DANJA,20
416,DAN MUSA,20
417,DAURA,20
418,DUTSI,20
419,DUTSIN-MA,20
420,FASKARI,20
421,FUNTUA,20
422,INGAWA,20
423,JIBIA,20
424,KAFUR,20
425,KAITA,20
426,KANKARA,20
427,KANKIA,20
428,KATSINA,20
429,KURFI,20
430,KUSADA,20
431,MAI'ADUA,20
432,MALUFASHI,20
433,MANI,20
434,MASHI,20
435,MATAZU,20
436,MUSAWA,20
437,RIMI,20
438,SABUWA,20
439,SAFANA,20
440,SANDAMU,20
441,ZANGO,20
442,ALIERO,21
443,AREWA,21
444,ARGUNGU,21
445,AUGIE,21
446,BAGUDO,21
447,BIRNIN KEBBI,21
448,BUNZA,21
449,DANDI,21
450,FAKAI,21
451,GWANDU,21
452,JEGA,21
453,KALGO,21
454,KOKO/BESSE,21
455,MAIYAMA,21
456,NGASKI,21
457,SAKABA,21
458,SHANGA,21
459,SURU,21
460,WASAGU/DANKO,21
461,YAURI,21
462,ZURU,21
463,ADAVI,22
464,AJAOKUTA,22
465,ANKPA,22
466,BASSA,22
467,DEKINA,22
468,IBAJI,22
469,IDAH,22
470,IGALAMELA/ODOLU,22
471,IJUMU,22
472,KABBA/BUNU,22
473,KOGI . K. K.,22
474,LOKOJA,22
475,MOPA MORO,22
476,OFU,22
477,OGORI MANGOGO,22
478,OKEHI,22
479,OKENE,22
480,OLAMABORO,22
481,OMALA,22
482,YAGBA EAST,22
483,YAGBA WEST,22
484,ASA,23
485,BARUTEN,23
486,EDU,23
487,EKITI,23
488,IFELODUN,23
489,ILORIN EAST,23
490,ILORIN-SOUTH,23
491,ILORIN-WEST,23
492,IREPODUN,23
493,ISIN,23
494,KAIAMA,23
495,MORO,23
496,OFFA,23
497,OKE - ERO,23
498,OYUN,23
499,PATIGI,23
500,AGEGE,24
501,AJEROMI/IFELODUN,24
502,ALIMOSHO,24
503,AMUWO-ODOFIN,24
504,APAPA,24
505,BADAGRY,24
506,EPE,24
507,ETI-OSA,24
508,IBEJU/LEKKI,24
509,IFAKO-IJAYE,24
510,IKEJA,24
511,IKORODU,24
512,KOSOFE,24
513,LAGOS ISLAND,24
514,LAGOS MAINLAND,24
515,MUSHIN,24
516,OJO,24
517,OSHODI/ISOLO,24
518,SOMOLU,24
519,SURULERE,24
520,AKWANGA,25
521,AWE,25
522,DOMA,25
523,KARU,25
524,KEANA,25
525,KEFFI,25
526,KOKONA,25
527,LAFIA,25
528,NASARAWA,25
529,NASARAWA EGGON,25
530,OBI,25
531,TOTO,25
532,WAMBA,25
533,AGAIE,26
534,AGWARA,26
535,BIDA,26
536,BORGU,26
537,BOSSO,26
538,CHANCHAGA,26
539,EDATTI,26
540,GBAKO,26
541,GURARA,26
542,KATCHA,26
543,KONTAGORA,26
544,LAPAI,26
545,LAVUN,26
546,MAGAMA,26
547,MARIGA,26
548,MASHEGU,26
549,MOKWA,26
550,MUNYA,26
551,PAIKORO,26
552,RAFI,26
553,RIJAU,26
554,SHIRORO,26
555,SULEJA,26
556,TAFA,26
557,WUSHISHI,26
558,ABEOKUTA NORTH,27
559,ABEOKUTA SOUTH,27
560,ADO ODO-OTA,27
561,EGBADO NORTH,27
562,EGBADO SOUTH,27
563,EWEKORO,27
564,IFO,27
565,IJEBU EAST,27
566,IJEBU NORTH,27
567,IJEBU NORTH EAST,27
568,IJEBU ODE,27
569,IKENNE,27
570,IMEKO/AFON,27
571,IPOKIA,27
572,OBAFEMI/OWODE,27
573,ODEDA,27
574,ODOGBOLU,27
575,OGUN WATER SIDE,27
576,REMO NORTH,27
577,SAGAMU,27
578,AKOKO NORTH EAST,28
579,AKOKO NORTH WEST,28
580,AKOKO SOUTH EAST,28
581,AKOKO SOUTH WEST,28
582,AKURE NORTH,28
583,AKURE SOUTH,28
584,ESE-ODO,28
585,IDANRE,28
586,IFEDORE,28
587,ILAJE,28
588,ILEOLUJI/OKEIGBO,28
589,IRELE,28
590,ODIGBO,28
591,OKITIPUPA,28
592,ONDO EAST,28
593,ONDO WEST,28
594,OSE,28
595,OWO,28
596,ATAKUMOSA EAST,29
597,ATAKUMOSA WEST,29
598,AYEDAADE,29
599,AYEDIRE,29
600,BOLUWADURO,29
601,BORIPE,29
602,EDE NORTH,29
603,EDE SOUTH,29
604,EGBEDORE,29
605,EJIGBO,29
606,IFE CENTRAL,29
607,IFEDAYO,29
608,IFE EAST,29
609,IFELODUN,29
610,IFE NORTH,29
611,IFE SOUTH,29
612,ILA,29
613,ILESA EAST,29
614,ILESA WEST,29
615,IREPODUN,29
616,IREWOLE,29
617,ISOKAN,29
618,IWO,29
619,OBOKUN,29
620,ODO-OTIN,29
621,OLA-OLUWA,29
622,OLORUNDA,29
623,ORIADE,29
624,OROLU,29
625,OSOGBO,29
626,AFIJIO,30
627,AKINYELE,30
628,ATIBA,30
629,ATISBO,30
630,EGBEDA,30
631,IBADAN NORTH,30
632,IBADAN NORTH EAST,30
633,IBADAN NORTH WEST,30
634,IBADAN SOUTH-EAST,30
635,IBADAN SOUTH WEST,30
636,IBARAPA CENTRAL,30
637,IBARAPA EAST,30
638,IBARAPA NORTH,30
639,IDO,30
640,IREPO,30
641,ISEYIN,30
642,ITESIWAJU,30
643,IWAJOWA,30
644,KAJOLA,30
645,LAGELU,30
646,OGBOMOSO NORTH,30
647,OGBOMOSO SOUTH,30
648,OGO-OLUWA,30
649,OLORUNSOGO,30
650,OLUYOLE,30
651,ONA-ARA,30
652,OORELOPE,30
653,ORI IRE,30
654,OYO EAST,30
655,OYO WEST,30
656,SAKI EAST,30
657,SAKI WEST,30
658,SURULERE,30
659,BARIKIN LADI,31
660,BASSA,31
661,BOKKOS,31
662,JOS EAST,31
663,JOS NORTH,31
664,JOS SOUTH,31
665,KANAM,31
666,KANKE,31
667,LANGTANG NORTH,31
668,LANGTANG SOUTH,31
669,MANGU,31
670,MIKANG,31
671,PANKSHIN,31
672,QUA'AN PAN,31
673,RIYOM,31
674,SHENDAM,31
675,WASE,31
676,ABUA-ODUAL,32
677,AHOADA EAST,32
678,AHOADA WEST,32
679,AKUKU TORU,32
680,ANDONI,32
681,ASARI-TORU,32
682,BONNY,32
683,DEGEMA,32
684,ELEME,32
685,EMOHUA,32
686,ETCHE,32
687,GOKANA,32
688,IKWERRE,32
689,KHANA,32
690,OBIO/AKPOR,32
691,OGBA/EGBEMA/NDONI,32
692,OGU/BOLO,32
693,OKRIKA,32
694,OMUMA,32
695,OPOBO/NEKORO,32
696,OYIGBO,32
697,PORT HARCOURT,32
698,TAI,32
699,BINJI,33
700,BODINGA,33
701,DANGE/SHUNI,33
702,GADA,33
703,GORONYO,33
704,GUDU,33
705,GWADABAWA,33
706,ILLELA,33
707,ISA,33
708,KWARE,33
709,KEBBE,33
710,RABAH,33
711,S/BIRNI,33
712,SHAGARI,33
713,SILAME,33
714,SOKOTO NORTH,33
715,SOKOTO SOUTH,33
716,TAMBUWAL,33
717,TANGAZA,33
718,TURETA,33
719,WAMAKKO,33
720,WURNO,33
721,YABO,33
722,ARDO - KOLA,34
723,BALI,34
724,DONGA,34
725,GASHAKA,34
726,GASSOL,34
727,IBI,34
728,JALINGO,34
729,KARIM-LAMIDO,34
730,KURMI,34
731,LAU,34
732,SARDAUNA,34
733,TAKUM,34
734,USSA,34
735,WUKARI,34
736,YORRO,34
737,ZING,34
738,BADE,35
739,BURSARI,35
740,DAMATURU,35
741,FIKA,35
742,FUNE,35
743,GEIDAM,35
744,GUJBA,35
745,GULANI,35
746,JAKUSKO,35
747,KARASAWA,35
748,MACHINA,35
749,NANGERE,35
750,NGURU,35
751,POTISKUM,35
752,TARMUWA,35
753,YUNUSARI,35
754,YUSUFARI,35
755,ANKA,36
756,BAKURA,36
757,BIRNIN MAGAJI,36
758,BUKKUYUM,36
759,BUNGUDU,36
760,GUMMI,36
761,GUSAU,36
762,KAURA NAMODA,36
763,MARADUN,36
764,MARU,36
765,SHINKAFI,36
766,TALATA MAFARA,36
767,TSAFE,36
768,ZURMI,36
769,ABAJI,37
770,BWARI,37
771,GWAGWALADA,37
772,KUJE,37
773,KWALI,37
774,MUNICIPAL,37
